genero,edad,area,modalidad_cursada,nombre_actividad,fecha_inicio,fecha_fin
Masculino,37,ADMINISTRATIVO,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,44,CDIR. MITAI ROGA XV,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,26,DIR. GRAL. DE RECURSOS HUMANOS,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,48,DIR. DE FORMACION SUPERIOR,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,35,COORDINADORA CDIR. MITAI ROGA,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,51,DOCENTE D MITAI ROGA VIII,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,27,COORDINADORA DEL PUNTO DIR.GITAL SAN ANTONIO ESTE,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,24,DIRECCION GENERAL DE INNOVACION PUBLICA Y GOBIERNO ABIERTO,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,58,CDIR. XIII AUXILIAR D SALA D 4 AÑOS TT,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,46,DIRECTORA,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Masculino,37,COORDINADOR PUNTO DIR.GITAL SAN ANTONIO,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Masculino,34,DIRECCION GRAL. DE RR HH,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,40,PROFESIONAL,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,28,DIRECTORA DE ONGS,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,29,LIC. EN PSICOPEDAGOGIA,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,34,AUXILIAR DE SALA DE 4 AÑOS,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,42,DIRECTORA CDIR. III,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,40,JEFE DE DEPARTAMENTO,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,39,AUXILIAR DE SALA DE BB,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,24,ATC,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,60,DIRECTORA,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Masculino,29,SUBSEC. DE PLANIFICACION Y ANALISIS DE GESTION,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,41,JEFE DE DEPARTAMENTO,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,50,DIRECTORA CDIR. MITAI ROGA XV,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,54,ADMINISTRATIVO,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Masculino,42,OPERARIO,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,41,CAJA MUNICIPAL ,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Masculino,25,SUBSEC. DE DESARROLLO DE LA ECONOMIA URBANA,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Masculino,44,SISTEMA,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,44,ADMINISTRATIVO,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,42,ADMINISTRATIVO,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,48,SEC. DE AMBIENTE Y DESARROLLO SUSTENTABLE,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,46,DELEGACION BARRIO  17 DE AGOSTO,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,55,SALUD,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Masculino,40,ADMINISTRATIVO CALIFICADO,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Masculino,35,DIR. GRAL. DE RECOLECCION DE RESIDUOS,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Masculino,39,JUZGADO ADMINISTRATIVO DE FALTAS N° 4,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,49,DIR. GRAL. DE SEGURIDAD VIAL,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,43,DIR. GRAL. PRIMER NIVEL DE ATENCION,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,54,DPTO. DE CEMENTERIO LAGUNA BRAVA,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,32,NULL,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Masculino,55,SUBSEC. DE CULTURA,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,47,DIR. GRAL. DE ARBOLADO,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Masculino,45,DIR. GRAL. DE LIMPIEZA URBANA,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,36,DIR. GRAL. DE ATENCION Y CERCANIA CIUDADANA,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Masculino,37,SECRETARIA PRIVADA,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,58,DIR. DE INSPECCION COMERCIAL,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,35,DIRECCION GRAL. DE RR HH,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,34,MOVILIDAD URBANA Y SEGURIDAD CIUDADANA,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,51,SUBSEC. DE TURISMO,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Masculino,33,DIR. DE AGRICULTURA PERIURBANA,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,53,JUZGADO ADMINISTRATIVO DE FALTAS N° 1,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,47,JUZGADO ADMINISTRATIVO DE FALTAS N° 4,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,46,DIR. GRAL. PRIMER NIVEL DE ATENCION,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,59,CORISTA EN ORQUESTA MUNICIPAL,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,49,NOTIFICACIONES,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Masculino,61,SUBSECRETARIA DE SALUD,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Masculino,56,SUBSEC. DE TRANSPORTE URBANO,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Masculino,38,DPTO. DE NOTIFICACIONES,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Masculino,43,MESA DE ENTRADA SUBSECRETARIA DE TRANSITO,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,34,NULL,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,37,DIR. GRAL. DE DESARROLLO TURISTICO,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,58,COORDINACION DE GOBIERNO,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,50,DIR. GRAL. DE RECURSOS HUMANOS,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,46,DPTO. DE MESA DE ENTRADA,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Masculino,50,DIR. GRAL. PRIMER NIVEL DE ATENCION,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,40,DPTO. DE MARKETING Y COMUNICACIÓN,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Masculino,44,TRIBUNALES DE FALTAS ADMINISTRACION GENERAL,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Masculino,47,DPTO. DE ARCHIVO,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,31,NULL,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Masculino,44,DIR. GRAL. PRIMER NIVEL DE ATENCION,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Masculino,39,JUZGADO ADMINISTRATIVO DE FALTAS N° 4,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,38,C.D.I MITAI ROGA DOS,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Masculino,42,SUBSEC. DE TRANSITO Y SEGURIDAD VIAL,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Masculino,39,DIR. GRAL. DE ZOONOSIS,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,39,NULL,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,41,GUARDIA URBANA,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Masculino,52,DPTO. EMISION DE LICENCIA,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,39,CDIR. I-XV,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,43,SUBSECRETARIA DE TRANSPORTE,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,51,DPTO. DE ADMINISTRACION,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,40,NULL,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,49,DPTO. DE LIQUIDACIONES,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,52,DPTO. DE MESA DE ENTRADA,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,52,DIR. GRAL. PRIMER NIVEL DE ATENCION,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES,9/3/2021,30/03/2021
Femenino,48,DIR. DE INSPECCION COMERCIAL,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,35,DIR. DE AGRICULTURA PERIURBANA,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,54,MOVILIDAD URBANA Y SEGURIDAD CIUDADANA,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,47,DIR. GRAL. PRIMER NIVEL DE ATENCION,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Masculino,54,DPTO. DE RENDICIONES,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
NULL,NULL,NULL,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,47,DIRECCION DE TRANSITO,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,48,SUBSECRETARIA DE COORD.DE POLITICAS SOCIALES,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,31,DEFENSORIA DE LOS VECINOS,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,30,BROMATOLOGIA Y SANEAMIENTO,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,55,DIR. DE DEFUNCIONES,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,27,DIR. DE COORDINACION ADMINISTRATIVA,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Masculino,33,DEFENSORIA DE LOS VECINOS,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,45,DIR. DE AGRICULTURA PERIURBANA,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,43,DIR. GRAL. PRIMER NIVEL DE ATENCION,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,40,SUBSEC. DE COMUNICACION INSTITUCIONAL,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,43,DIR. DE SUMINISTROS BIENES PATRIMONIALES Y PERSONAL,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,34,CDIR. I-XV,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,50,DIR. GRAL. DE ATENCION Y CERCANIA CIUDADANA,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,38,INFRAESTRUCTURA,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,45,DIR. GRAL. CUERPO DE AGENTES DE TRANSITO,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Masculino,23,DIR. DE MICROCREDITOS,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,50,DIR. GRAL. DE ATENCION Y CERCANIA CIUDADANA,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,48,DIR. GRAL. PRIMER NIVEL DE ATENCION,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,34,CENTRO DE INFORME,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,59,DIRECCION OBSERVATORIO TURISTICO,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Masculino,40,SEC. DE TURISMO CULTURA Y DEPORTES,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,51,DELEGACION,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,35,DIR. GRAL. DE ATENCION Y CERCANIA CIUDADANA,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,45,CENTRO DE DESARROLLO INFANTIL,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,40,SUBSEC. DE TRANSPORTE URBANO,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Masculino,57,DIR. DE ESTACIONAMIENTO MEDIDO,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,40,DIR. GRAL. DE DESPACHO,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,52,DIRECCION COORDINACION LOGISTICA Y OPERATIVOS,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,43,DIR. GRAL. DE ATENCION Y CERCANIA CIUDADANA,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,57,NULL,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,33,SUBSEC. DE CULTURA,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,43,AMBIENTE Y DESARROLLO SUSTENTABLE,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,51,DIR. GRAL. DE LA NINEZ,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,36,NULL,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,37,COORDINACION GENERAL,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Masculino,34,DIR. GRAL. DE RENTAS,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,45,DIR. DE SUPERVISION DE PERSONAL,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,50,DIR. GRAL. PRIMER NIVEL DE ATENCION,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,51,COORDINACION DE GOBIERNO,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,52,DIRECCION DE GESTION DE ESPACIOS VERDES,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,31,NULL,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,37,JUZGADO ADMINISTRATIVO DE FALTAS N° 2,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Masculino,44,DIR. DE ESTACIONAMIENTO MEDIDO,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,42,DIR. DE DEFUNCIONES,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,61,DIR. GRAL. PRIMER NIVEL DE ATENCION,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,55,SEC. DE AMBIENTE Y DESARROLLO SUSTENTABLE,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: GOOGLE DRIVE,9/3/2021,9/3/2021
Femenino,57,DPTO. DE REDACCION,CURSO ,"INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: MEET, CALENDAR, KEPP Y GMAIL",16/3/2021,16/3/2021
Femenino,55,DIR. DE DEFUNCIONES,CURSO ,"INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: MEET, CALENDAR, KEPP Y GMAIL",16/3/2021,16/3/2021
Masculino,33,DEFENSORIA DE LOS VECINOS,CURSO ,"INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: MEET, CALENDAR, KEPP Y GMAIL",16/3/2021,16/3/2021
Masculino,38,SUBSEC. DE CULTURA,CURSO ,"INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: MEET, CALENDAR, KEPP Y GMAIL",16/3/2021,16/3/2021
Femenino,43,DIR. GRAL. PRIMER NIVEL DE ATENCION,CURSO ,"INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: MEET, CALENDAR, KEPP Y GMAIL",16/3/2021,16/3/2021
Femenino,49,DIR. GRAL. DE DELEGACIONES BARRIALES,CURSO ,"INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: MEET, CALENDAR, KEPP Y GMAIL",16/3/2021,16/3/2021
Femenino,50,DIR. GRAL. DE ATENCION Y CERCANIA CIUDADANA,CURSO ,"INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: MEET, CALENDAR, KEPP Y GMAIL",16/3/2021,16/3/2021
Masculino,43,DPTO. DE ESTADISTICAS CENSOS Y PROYECTOS,CURSO ,"INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: MEET, CALENDAR, KEPP Y GMAIL",16/3/2021,16/3/2021
Femenino,35,DIR. GRAL. DE ATENCION Y CERCANIA CIUDADANA,CURSO ,"INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: MEET, CALENDAR, KEPP Y GMAIL",16/3/2021,16/3/2021
Femenino,52,DIRECCION COORDINACION LOGISTICA Y OPERATIVOS,CURSO ,"INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: MEET, CALENDAR, KEPP Y GMAIL",16/3/2021,16/3/2021
